student_id,branch,cgpa,percentage,backlogs,aptitude_score,technical_skills,placed
STU1727,Artificial Intelligence & Data Science,7.13,64.3,0,61.5,"C, C++, Embedded Systems, RTOS, Linux",1
STU1728,Information Technology,6.08,55.7,1,61.2,"Python, Django, PostgreSQL, Git",1
STU1729,Electrical Engineering,7.01,69.3,0,52.1,"Python, Django, PostgreSQL, Git",1
STU1730,Electronics & Communication,8.05,75.4,0,62.2,"Python, Django, PostgreSQL, Git",1
STU1731,Electronics & Communication,6.38,56.8,1,65.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1732,Electrical Engineering,7.0,67.1,1,70.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1733,Electronics & Communication,9.95,91.7,0,78.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1734,Computer Science & Engineering,7.31,67.8,0,80.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1735,Artificial Intelligence & Data Science,6.8,62.2,2,35.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1736,Information Technology,9.42,91.1,0,74.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1737,Electronics & Communication,7.81,76.6,1,69.9,"Java, SQL, HTML, CSS, Problem Solving",0
STU1738,Artificial Intelligence & Data Science,7.09,69.0,4,67.3,"Python, Django, PostgreSQL, Git",0
STU1739,Information Technology,5.85,50.0,0,47.4,"C, C++, Embedded Systems, RTOS, Linux",0
STU1740,Computer Science & Engineering,8.45,79.5,0,44.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1741,Artificial Intelligence & Data Science,6.38,59.6,0,72.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1742,Computer Science & Engineering,9.49,93.4,0,99.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1743,Artificial Intelligence & Data Science,7.23,64.5,1,80.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1744,Artificial Intelligence & Data Science,7.64,70.4,0,59.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1745,Information Technology,6.48,62.4,0,62.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1746,Electronics & Communication,6.18,59.2,0,85.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1747,Computer Science & Engineering,6.84,65.2,0,56.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1748,Electrical Engineering,6.82,65.8,1,52.6,"Java, SQL, HTML, CSS, Problem Solving",1
STU1749,Information Technology,8.15,76.7,1,75.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1750,Electrical Engineering,7.99,78.4,0,59.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1751,Computer Science & Engineering,7.9,73.6,0,64.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1752,Artificial Intelligence & Data Science,6.37,59.2,0,72.1,"Python, SQL, React, Data Structures, Git, Docker",1
STU1753,Information Technology,7.19,71.5,0,65.1,"C, C++, Embedded Systems, RTOS, Linux",1
STU1754,Information Technology,5.0,50.0,1,60.6,"Python, SQL, React, Data Structures, Git, Docker",0
STU1755,Information Technology,8.93,83.6,0,52.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1756,Electronics & Communication,8.25,78.8,1,75.1,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1757,Information Technology,9.95,94.6,0,60.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1758,Electrical Engineering,7.08,67.8,0,67.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1759,Electronics & Communication,6.93,66.3,0,55.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1760,Information Technology,6.94,63.7,0,61.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1761,Electrical Engineering,8.78,84.1,0,61.8,"Java, SQL, HTML, CSS, Problem Solving",1
STU1762,Artificial Intelligence & Data Science,8.15,81.1,0,65.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1763,Artificial Intelligence & Data Science,8.14,80.4,1,69.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1764,Artificial Intelligence & Data Science,7.19,68.2,0,69.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1765,Artificial Intelligence & Data Science,7.68,74.4,0,47.5,"C, C++, Embedded Systems, RTOS, Linux",1
STU1766,Electronics & Communication,8.36,78.5,0,55.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1767,Artificial Intelligence & Data Science,8.45,82.3,1,82.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1768,Artificial Intelligence & Data Science,6.74,63.6,2,45.0,"C, C++, Embedded Systems, RTOS, Linux",0
STU1769,Information Technology,6.97,65.3,5,51.8,"C, C++, Embedded Systems, RTOS, Linux",0
STU1770,Information Technology,7.76,71.4,0,69.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1771,Artificial Intelligence & Data Science,5.0,51.7,0,62.8,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1772,Electrical Engineering,7.91,78.2,1,54.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1773,Computer Science & Engineering,9.32,88.0,1,76.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1774,Electrical Engineering,6.49,60.4,0,60.6,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1775,Information Technology,6.24,59.7,0,92.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1776,Electrical Engineering,5.3,50.2,1,48.8,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1777,Electronics & Communication,9.59,91.4,0,53.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1778,Information Technology,8.79,81.8,0,75.6,"Python, SQL, React, Data Structures, Git, Docker",1
STU1779,Artificial Intelligence & Data Science,7.62,76.2,2,79.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1780,Information Technology,5.58,51.1,2,66.3,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1781,Electrical Engineering,7.5,69.2,0,66.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1782,Artificial Intelligence & Data Science,9.07,87.4,0,69.0,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1783,Electronics & Communication,7.17,64.6,0,76.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1784,Artificial Intelligence & Data Science,5.3,50.0,0,62.2,"C, C++, Embedded Systems, RTOS, Linux",0
STU1785,Electronics & Communication,9.48,87.2,0,77.1,"Python, Django, PostgreSQL, Git",1
STU1786,Electronics & Communication,8.59,80.7,2,66.7,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1787,Information Technology,8.86,86.5,0,60.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1788,Electronics & Communication,5.73,50.0,1,61.7,"Python, SQL, React, Data Structures, Git, Docker",0
STU1789,Electrical Engineering,8.01,77.1,0,74.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1790,Information Technology,5.34,50.0,1,70.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1791,Artificial Intelligence & Data Science,7.89,74.9,0,60.8,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1792,Artificial Intelligence & Data Science,7.9,73.1,0,68.8,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1793,Electronics & Communication,7.89,74.7,0,58.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1794,Artificial Intelligence & Data Science,8.07,77.0,1,59.8,"Python, Django, PostgreSQL, Git",1
STU1795,Information Technology,7.65,68.3,0,84.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1796,Artificial Intelligence & Data Science,7.87,77.2,0,48.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1797,Computer Science & Engineering,6.62,60.8,0,43.0,"C, C++, Embedded Systems, RTOS, Linux",1
STU1798,Computer Science & Engineering,6.79,64.9,0,51.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1799,Information Technology,6.96,63.7,1,63.9,"Java, SQL, HTML, CSS, Problem Solving",0
STU1800,Computer Science & Engineering,5.73,55.1,1,92.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1801,Information Technology,7.42,71.2,0,64.4,"Python, SQL, React, Data Structures, Git, Docker",1
STU1802,Computer Science & Engineering,7.65,74.1,0,50.2,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1803,Artificial Intelligence & Data Science,9.27,92.0,0,72.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1804,Computer Science & Engineering,8.25,79.5,0,71.3,"Python, SQL, React, Data Structures, Git, Docker",1
STU1805,Computer Science & Engineering,7.13,67.3,0,84.3,"Java, SQL, HTML, CSS, Problem Solving",1
STU1806,Electrical Engineering,7.2,69.0,0,67.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1807,Artificial Intelligence & Data Science,8.74,84.4,3,43.3,"C, C++, Embedded Systems, RTOS, Linux",0
STU1808,Computer Science & Engineering,7.3,70.2,1,55.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1809,Information Technology,8.81,86.4,2,61.4,"C, C++, Embedded Systems, RTOS, Linux",0
STU1810,Electrical Engineering,9.21,89.6,0,57.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1811,Electronics & Communication,7.8,75.0,0,51.9,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1812,Electronics & Communication,7.9,71.3,1,51.7,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1813,Electrical Engineering,7.09,70.3,2,61.3,"Python, Django, PostgreSQL, Git",0
STU1814,Electronics & Communication,7.19,66.8,0,82.7,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1815,Computer Science & Engineering,9.22,86.8,0,60.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1816,Artificial Intelligence & Data Science,7.25,70.4,0,41.3,"Java, SQL, HTML, CSS, Problem Solving",1
STU1817,Computer Science & Engineering,8.85,83.7,0,68.4,"Python, SQL, React, Data Structures, Git, Docker",1
STU1818,Artificial Intelligence & Data Science,7.3,69.3,0,43.8,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1819,Electrical Engineering,9.04,82.4,1,72.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1820,Computer Science & Engineering,7.92,74.7,3,79.9,"C, C++, Embedded Systems, RTOS, Linux",0
STU1821,Artificial Intelligence & Data Science,5.06,50.5,0,64.2,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1822,Electronics & Communication,6.62,61.5,0,66.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1823,Computer Science & Engineering,6.41,62.2,2,57.1,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1824,Computer Science & Engineering,5.0,50.0,0,53.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1825,Artificial Intelligence & Data Science,5.61,53.8,5,51.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",0
STU1826,Information Technology,6.73,64.8,2,61.6,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1827,Artificial Intelligence & Data Science,6.64,66.5,0,55.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1828,Electronics & Communication,7.29,68.4,0,54.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1829,Computer Science & Engineering,8.07,77.7,0,63.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1830,Computer Science & Engineering,6.3,58.3,0,47.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1831,Computer Science & Engineering,6.85,66.1,0,81.6,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1832,Electrical Engineering,6.19,58.1,0,57.1,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1833,Computer Science & Engineering,8.86,83.4,0,65.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1834,Artificial Intelligence & Data Science,8.38,83.3,0,62.3,"Python, Django, PostgreSQL, Git",1
STU1835,Artificial Intelligence & Data Science,8.18,75.1,0,92.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1836,Artificial Intelligence & Data Science,8.18,73.9,0,62.8,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1837,Electronics & Communication,7.88,76.7,0,75.6,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1838,Computer Science & Engineering,6.35,59.0,1,57.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1839,Information Technology,8.31,78.0,0,80.5,"Java, SQL, HTML, CSS, Problem Solving",1
STU1840,Electronics & Communication,9.23,90.7,1,78.3,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1841,Electronics & Communication,9.36,90.8,0,57.3,"Python, SQL, React, Data Structures, Git, Docker",1
STU1842,Computer Science & Engineering,6.24,60.8,0,87.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1843,Artificial Intelligence & Data Science,8.16,79.7,0,72.6,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1844,Electrical Engineering,6.47,64.0,0,78.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1845,Computer Science & Engineering,7.36,69.3,0,67.7,"Python, SQL, React, Data Structures, Git, Docker",1
STU1846,Electrical Engineering,6.22,62.9,0,50.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1847,Artificial Intelligence & Data Science,7.61,72.7,0,69.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1848,Artificial Intelligence & Data Science,7.6,74.1,0,68.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1849,Information Technology,9.95,94.9,1,56.8,"C, C++, Embedded Systems, RTOS, Linux",1
STU1850,Artificial Intelligence & Data Science,7.21,70.0,0,74.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1851,Electronics & Communication,6.59,66.4,0,71.4,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1852,Computer Science & Engineering,8.1,79.1,0,73.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1853,Artificial Intelligence & Data Science,7.56,73.1,0,52.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1854,Electronics & Communication,7.14,67.9,0,55.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1855,Artificial Intelligence & Data Science,8.69,78.6,0,77.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1856,Artificial Intelligence & Data Science,7.65,74.0,0,65.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1857,Computer Science & Engineering,6.44,60.4,0,71.9,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1858,Electrical Engineering,6.39,63.4,2,84.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1859,Artificial Intelligence & Data Science,7.55,72.9,0,99.0,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1860,Information Technology,5.03,50.0,0,46.1,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1861,Information Technology,9.05,85.4,0,59.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1862,Artificial Intelligence & Data Science,8.96,80.1,0,85.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1863,Electrical Engineering,7.77,72.2,4,45.1,"Python, Django, PostgreSQL, Git",0
STU1864,Artificial Intelligence & Data Science,6.13,60.5,1,72.7,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1865,Electronics & Communication,6.37,64.0,0,77.8,"Java, SQL, HTML, CSS, Problem Solving",1
STU1866,Information Technology,7.99,76.6,0,92.7,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1867,Information Technology,7.4,69.4,0,43.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1868,Computer Science & Engineering,7.0,67.3,0,67.2,"C, C++, Embedded Systems, RTOS, Linux",1
STU1869,Information Technology,6.32,58.3,2,69.2,"Python, Django, PostgreSQL, Git",0
STU1870,Computer Science & Engineering,7.62,70.6,0,46.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1871,Artificial Intelligence & Data Science,7.68,76.9,1,67.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1872,Information Technology,8.41,76.8,0,90.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1873,Artificial Intelligence & Data Science,8.03,75.2,0,98.3,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1874,Artificial Intelligence & Data Science,7.95,79.1,1,77.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1875,Artificial Intelligence & Data Science,7.13,67.0,4,65.8,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1876,Electrical Engineering,6.27,62.0,0,54.5,"Java, SQL, HTML, CSS, Problem Solving",1
STU1877,Electrical Engineering,9.19,82.8,0,51.5,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1878,Computer Science & Engineering,6.83,64.2,0,74.0,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1879,Information Technology,7.48,70.7,1,61.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1880,Electrical Engineering,7.9,73.1,0,51.9,"Python, SQL, React, Data Structures, Git, Docker",1
STU1881,Electronics & Communication,5.54,52.2,5,81.4,"Java, SQL, HTML, CSS, Problem Solving",0
STU1882,Computer Science & Engineering,6.62,66.8,4,60.6,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1883,Electrical Engineering,7.6,72.5,0,75.2,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1884,Electrical Engineering,7.31,67.1,1,88.3,"C, C++, Embedded Systems, RTOS, Linux",1
STU1885,Artificial Intelligence & Data Science,9.39,87.5,0,62.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1886,Electrical Engineering,7.96,74.2,0,98.3,"Python, Django, PostgreSQL, Git",1
STU1887,Electronics & Communication,8.71,79.1,0,80.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1888,Electronics & Communication,6.5,61.9,4,80.1,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1889,Computer Science & Engineering,7.55,70.2,0,61.8,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1890,Electronics & Communication,9.57,88.1,1,75.1,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1891,Information Technology,9.04,85.8,0,56.4,"Python, Django, PostgreSQL, Git",1
STU1892,Artificial Intelligence & Data Science,7.94,76.6,0,70.7,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1893,Electronics & Communication,7.29,70.4,0,56.6,"Python, Django, PostgreSQL, Git",1
STU1894,Computer Science & Engineering,7.88,69.8,0,77.5,"Python, SQL, React, Data Structures, Git, Docker",1
STU1895,Computer Science & Engineering,7.54,74.4,0,66.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1896,Information Technology,6.66,62.5,0,95.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1897,Information Technology,6.48,61.8,0,59.7,"C, C++, Embedded Systems, RTOS, Linux",1
STU1898,Artificial Intelligence & Data Science,5.98,55.7,0,59.5,"Java, SQL, HTML, CSS, Problem Solving",0
STU1899,Information Technology,7.32,70.2,0,84.9,"Java, SQL, HTML, CSS, Problem Solving",1
STU1900,Artificial Intelligence & Data Science,7.68,75.7,0,74.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1901,Information Technology,8.61,78.8,0,92.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1902,Artificial Intelligence & Data Science,9.9,95.8,0,76.0,"Java, SQL, HTML, CSS, Problem Solving",1
STU1903,Information Technology,6.0,59.8,0,75.8,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1904,Electrical Engineering,8.16,75.2,0,66.4,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1905,Information Technology,6.51,60.8,0,60.3,"C, C++, Embedded Systems, RTOS, Linux",1
STU1906,Artificial Intelligence & Data Science,7.26,67.8,0,30.0,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1907,Electrical Engineering,9.66,91.4,0,70.6,"Python, Django, PostgreSQL, Git",1
STU1908,Artificial Intelligence & Data Science,9.27,91.9,4,70.2,"SQL, Excel, Tableau, Python, Data Analytics",0
STU1909,Computer Science & Engineering,8.53,85.2,0,76.3,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1910,Electrical Engineering,6.9,65.1,0,66.7,"Python, Django, PostgreSQL, Git",1
STU1911,Electrical Engineering,7.31,66.2,0,69.7,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1912,Electronics & Communication,8.48,76.3,0,84.2,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1913,Computer Science & Engineering,8.92,79.5,0,63.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1914,Electrical Engineering,6.29,58.7,0,89.4,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1915,Information Technology,8.13,74.4,0,60.1,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1916,Information Technology,7.95,74.5,0,75.2,"Java, SQL, HTML, CSS, Problem Solving",1
STU1917,Information Technology,9.53,88.7,0,49.6,"C, C++, Embedded Systems, RTOS, Linux",1
STU1918,Electronics & Communication,7.45,70.9,0,61.0,"Python, Django, PostgreSQL, Git",1
STU1919,Artificial Intelligence & Data Science,5.89,54.8,0,83.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",0
STU1920,Computer Science & Engineering,9.28,84.7,0,74.1,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1921,Artificial Intelligence & Data Science,7.92,75.6,0,62.9,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1922,Artificial Intelligence & Data Science,8.81,79.3,5,75.0,"Python, Django, PostgreSQL, Git",0
STU1923,Artificial Intelligence & Data Science,5.0,50.0,0,56.4,"Java, SQL, HTML, CSS, Problem Solving",0
STU1924,Electrical Engineering,6.76,61.9,0,65.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1925,Electronics & Communication,9.67,94.2,0,43.7,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1926,Electrical Engineering,7.29,66.8,0,97.3,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",1
STU1927,Electrical Engineering,9.15,89.3,0,59.3,"Python, Django, PostgreSQL, Git",1
STU1928,Electrical Engineering,8.37,77.4,1,87.3,"Python, Django, PostgreSQL, Git",1
STU1929,Computer Science & Engineering,7.74,73.0,0,99.0,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1930,Electronics & Communication,6.82,61.7,0,72.9,"C, C++, Embedded Systems, RTOS, Linux",1
STU1931,Artificial Intelligence & Data Science,9.95,94.5,0,64.8,"Python, SQL, React, Data Structures, Git, Docker",1
STU1932,Computer Science & Engineering,8.1,77.2,0,66.4,"Java, SQL, HTML, CSS, Problem Solving",1
STU1933,Electronics & Communication,5.97,58.4,1,97.7,"Python, Machine Learning, Pandas, Scikit-learn, SQL, PowerBI",0
STU1934,Artificial Intelligence & Data Science,8.45,80.4,1,71.2,"Python, SQL, React, Data Structures, Git, Docker",1
STU1935,Artificial Intelligence & Data Science,8.58,84.0,0,73.5,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1936,Information Technology,7.75,74.0,1,50.2,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1937,Electronics & Communication,7.72,72.1,0,57.5,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1938,Artificial Intelligence & Data Science,9.74,95.2,1,94.9,"SQL, Excel, Tableau, Python, Data Analytics",1
STU1939,Information Technology,6.05,54.5,0,69.3,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1940,Electrical Engineering,8.76,82.4,1,83.0,"Python, SQL, React, Data Structures, Git, Docker",1
STU1941,Electrical Engineering,8.06,76.4,0,82.0,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1942,Electronics & Communication,8.79,85.8,0,54.4,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1943,Electrical Engineering,8.51,80.3,0,74.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1944,Information Technology,9.65,91.7,5,78.9,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",0
STU1945,Electronics & Communication,6.53,60.4,4,44.3,"Python, SQL, React, Data Structures, Git, Docker",0
STU1946,Information Technology,7.44,70.9,1,65.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1947,Information Technology,7.84,76.0,0,82.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1948,Artificial Intelligence & Data Science,6.32,59.5,1,84.7,"Java, SQL, HTML, CSS, Problem Solving",1
STU1949,Artificial Intelligence & Data Science,8.38,79.7,0,47.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1950,Computer Science & Engineering,9.49,88.3,0,56.3,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1951,Electronics & Communication,8.24,76.6,0,59.1,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1952,Electronics & Communication,7.14,69.3,0,73.9,"Python, Django, PostgreSQL, Git",1
STU1953,Artificial Intelligence & Data Science,7.69,70.0,0,51.8,"Java, Spring Boot, MySQL, REST APIs, Microservices, DSA",1
STU1954,Computer Science & Engineering,6.31,59.9,0,56.6,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1955,Information Technology,6.17,57.9,1,78.0,"Java, SQL, HTML, CSS, Problem Solving",0
STU1956,Electronics & Communication,7.85,75.7,3,74.2,"Python, Django, PostgreSQL, Git",0
STU1957,Electronics & Communication,6.49,59.4,0,85.2,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1958,Electrical Engineering,7.58,76.4,0,63.0,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1959,Computer Science & Engineering,6.6,62.4,1,72.8,"AWS, Python, Terraform, Docker, Kubernetes, CI/CD",1
STU1960,Computer Science & Engineering,8.2,79.1,0,66.0,"Python, Django, PostgreSQL, Git",1
STU1961,Artificial Intelligence & Data Science,7.77,74.6,0,57.9,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
STU1962,Information Technology,6.14,60.0,0,67.1,"Java, SQL, HTML, CSS, Problem Solving",1
STU1963,Information Technology,7.48,70.7,3,93.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",0
STU1964,Computer Science & Engineering,6.17,57.8,1,70.5,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1965,Computer Science & Engineering,8.75,83.3,0,93.3,"HTML, CSS, JavaScript, React, Node.js, Express, MongoDB",1
STU1966,Computer Science & Engineering,8.8,83.3,0,75.5,"C++, Data Structures, Algorithms, System Design, Linux, Git",1
